gfx,cu_num,M,N,K,libtype,kernelId,splitK,us,kernelName,tflops,bw,errRatio
gfx950,256,2,17408,4096,ck,7,0,16.4033,a8w8_blockscale_bpreshuffle_1x128x128_256x16x64x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,17.39,4351.62,0.0
gfx950,256,4,17408,4096,ck,7,0,16.5,a8w8_blockscale_bpreshuffle_1x128x128_256x16x64x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,34.57,4330.84,0.0
gfx950,256,32,17408,4096,ck,12,0,19.4233,a8w8_blockscale_bpreshuffle_1x128x128_256x32x64x256_16x16_16x16_16x16x1_16x16x1_1x32x1x8_8_2x1_intrawave_v1,234.94,3735.12,0.0
gfx950,256,128,17408,4096,ck,2,0,30.9071,a8w8_blockscale_bpreshuffle_1x128x128_256x64x64x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v3,590.6,2468.17,0.0
gfx950,256,256,17408,4096,ck,14,0,41.891,a8w8_blockscale_bpreshuffle_1x128x128_256x64x128x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v1,871.48,1939.91,0.0002
gfx950,256,512,17408,4096,cktile,26,0,57.9873,a8w8_blockscale_cktile_192x256x128_4x2x1_16x16x128_intrawave_0x1x0_2,1259.15,1573.21,0.0
gfx950,256,1024,17408,4096,ck,13,0,109.526,a8w8_blockscale_bpreshuffle_1x128x128_256x64x256x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v1,1333.28,1014.82,0.0
gfx950,256,2048,17408,4096,cktile,26,0,171.9678,a8w8_blockscale_cktile_192x256x128_4x2x1_16x16x128_intrawave_0x1x0_2,1698.33,878.04,0.0
gfx950,256,4096,17408,4096,ck,13,0,332.8382,a8w8_blockscale_bpreshuffle_1x128x128_256x64x256x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v1,1754.95,693.09,0.0
gfx950,256,8192,17408,4096,cktile,11,0,617.9339,a8w8_blockscale_cktile_192x256x128_4x2x1_16x16x128_intrawave_0x1x0_1,1890.54,631.25,0.0
gfx950,256,16384,17408,4096,ck,13,0,1208.8428,a8w8_blockscale_bpreshuffle_1x128x128_256x64x256x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v1,1932.81,586.38,0.0
gfx950,256,32768,17408,4096,cktile,27,0,2389.7849,a8w8_blockscale_cktile_192x256x128_4x2x1_16x16x128_intrawave_0x1x0_3,1955.37,563.39,0.0
gfx950,256,1,20480,4096,ck,7,0,17.7274,a8w8_blockscale_bpreshuffle_1x128x128_256x16x64x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,9.46,4734.54,0.0
gfx950,256,2,20480,4096,ck,7,0,17.4288,a8w8_blockscale_bpreshuffle_1x128x128_256x16x64x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,19.25,4818.24,0.0
gfx950,256,4,20480,4096,ck,7,0,17.4561,a8w8_blockscale_bpreshuffle_1x128x128_256x16x64x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,38.44,4815.87,0.0
gfx950,256,8,20480,4096,ck,7,0,17.6813,a8w8_blockscale_bpreshuffle_1x128x128_256x16x64x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,75.91,4764.72,0.0
gfx950,256,16,20480,4096,ck,7,0,18.1101,a8w8_blockscale_bpreshuffle_1x128x128_256x16x64x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,148.22,4671.81,0.0
gfx950,256,32,20480,4096,ck,12,0,20.1716,a8w8_blockscale_bpreshuffle_1x128x128_256x32x64x256_16x16_16x16_16x16x1_16x16x1_1x32x1x8_8_2x1_intrawave_v1,266.15,4230.1,0.0
gfx950,256,128,20480,4096,ck,2,0,32.1737,a8w8_blockscale_bpreshuffle_1x128x128_256x64x64x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v3,667.47,2786.54,0.0
gfx950,256,256,20480,4096,ck,14,0,44.3436,a8w8_blockscale_bpreshuffle_1x128x128_256x64x128x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x1_intrawave_v1,968.57,2151.84,0.0002
gfx950,256,512,20480,4096,cktile,26,0,58.6077,a8w8_blockscale_cktile_192x256x128_4x2x1_16x16x128_intrawave_0x1x0_2,1465.67,1824.93,0.0
gfx950,256,1024,20480,4096,cktile,11,0,112.2264,a8w8_blockscale_cktile_192x256x128_4x2x1_16x16x128_intrawave_0x1x0_1,1530.82,1158.58,0.0
gfx950,256,2048,20480,4096,cktile,26,0,198.7021,a8w8_blockscale_cktile_192x256x128_4x2x1_16x16x128_intrawave_0x1x0_2,1729.21,886.56,0.0
gfx950,256,4096,20480,4096,cktile,28,0,371.7097,a8w8_blockscale_cktile_192x256x128_4x2x1_16x16x128_intrawave_0x1x0_4,1848.74,722.16,0.0
gfx950,256,8192,20480,4096,cktile,11,0,708.3984,a8w8_blockscale_cktile_192x256x128_4x2x1_16x16x128_intrawave_0x1x0_1,1940.14,639.45,0.0
gfx950,256,16384,20480,4096,cktile,27,0,1387.4271,a8w8_blockscale_cktile_192x256x128_4x2x1_16x16x128_intrawave_0x1x0_3,1981.21,592.52,0.0
gfx950,256,32768,20480,4096,cktile,28,0,2721.3003,a8w8_blockscale_cktile_192x256x128_4x2x1_16x16x128_intrawave_0x1x0_4,2020.2,573.36,0.0
gfx950,256,4,2560,2048,ck,7,0,7.3395,a8w8_blockscale_bpreshuffle_1x128x128_256x16x64x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,5.71,718.24,0.0
gfx950,256,8,2560,2048,ck,7,0,7.7666,a8w8_blockscale_bpreshuffle_1x128x128_256x16x64x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,10.8,682.44,0.0
gfx950,256,16,2560,2048,ck,7,0,6.7709,a8w8_blockscale_bpreshuffle_1x128x128_256x16x64x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,24.78,791.26,0.0
gfx950,256,24,2560,2048,ck,7,0,7.1551,a8w8_blockscale_bpreshuffle_1x128x128_256x16x64x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,35.17,756.79,0.0
gfx950,256,32,2560,2048,ck,7,0,6.9874,a8w8_blockscale_bpreshuffle_1x128x128_256x16x64x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,48.02,783.16,0.0
gfx950,256,48,2560,2048,ck,7,0,7.2492,a8w8_blockscale_bpreshuffle_1x128x128_256x16x64x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,69.43,770.7,0.0
gfx950,256,56,2560,2048,ck,7,0,7.6379,a8w8_blockscale_bpreshuffle_1x128x128_256x16x64x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,76.88,738.98,0.0
gfx950,256,72,2560,2048,ck,6,0,7.6948,a8w8_blockscale_bpreshuffle_1x128x128_256x16x128x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_8_1x2_intrawave_v1,98.11,748.42,0.0
gfx950,256,104,2560,2048,ck,7,0,7.3843,a8w8_blockscale_bpreshuffle_1x128x128_256x16x64x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,147.68,810.96,0.0
gfx950,256,112,2560,2048,ck,7,0,6.9378,a8w8_blockscale_bpreshuffle_1x128x128_256x16x64x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,169.28,871.41,0.0
gfx950,256,120,2560,2048,ck,6,0,7.4076,a8w8_blockscale_bpreshuffle_1x128x128_256x16x128x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_8_1x2_intrawave_v1,169.86,823.89,0.0
gfx950,256,168,2560,2048,ck,7,0,7.2103,a8w8_blockscale_bpreshuffle_1x128x128_256x16x64x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,244.32,894.15,0.0
gfx950,256,176,2560,2048,ck,7,0,7.2979,a8w8_blockscale_bpreshuffle_1x128x128_256x16x64x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,252.88,891.28,0.0
gfx950,256,224,2560,2048,ck,12,0,8.1747,a8w8_blockscale_bpreshuffle_1x128x128_256x32x64x256_16x16_16x16_16x16x1_16x16x1_1x32x1x8_8_2x1_intrawave_v1,287.33,837.77,0.0
gfx950,256,232,2560,2048,ck,7,0,9.0059,a8w8_blockscale_bpreshuffle_1x128x128_256x16x64x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,270.12,766.81,0.0
gfx950,256,256,2560,2048,ck,12,0,9.5535,a8w8_blockscale_bpreshuffle_1x128x128_256x32x64x256_16x16_16x16_16x16x1_16x16x1_1x32x1x8_8_2x1_intrawave_v1,280.98,740.87,0.0
gfx950,256,288,2560,2048,ck,12,0,9.7264,a8w8_blockscale_bpreshuffle_1x128x128_256x32x64x256_16x16_16x16_16x16x1_16x16x1_1x32x1x8_8_2x1_intrawave_v1,310.48,751.28,0.0
gfx950,256,304,2560,2048,ck,7,0,9.9174,a8w8_blockscale_bpreshuffle_1x128x128_256x16x64x256_16x16_16x16_16x16x1_16x16x1_1x16x1x16_4_1x1_intrawave_v1,321.42,748.38,0.0
