cu_num,M,N,K,bias,dtype,outdtype,scaleAB,bpreshuffle,libtype,solidx,splitK,us,kernelName,err_ratio,tflops,bw
256,8,2112,7168,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,46,8,11.2432,flydsl_gemm1_abf16_wbf16_bf16_t32x64x128_split_k8_block_m_warp1_block_n_warp4_async_copyFalse_b_to_ldsFalse_b_preshuffleFalse_c_to_ldsFalse_gfx950,0.0201,21.54,2706.18
256,16,2112,7168,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,46,8,11.7724,flydsl_gemm1_abf16_wbf16_bf16_t32x64x128_split_k8_block_m_warp1_block_n_warp4_async_copyFalse_b_to_ldsFalse_b_preshuffleFalse_c_to_ldsFalse_gfx950,0.0219,41.15,2597.14
256,24,2112,7168,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,46,8,12.9132,flydsl_gemm1_abf16_wbf16_bf16_t32x64x128_split_k8_block_m_warp1_block_n_warp4_async_copyFalse_b_to_ldsFalse_b_preshuffleFalse_c_to_ldsFalse_gfx950,0.0225,56.27,2379.2
256,32,2112,7168,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,58,8,13.7083,flydsl_gemm2_abf16_wbf16_bf16_t48x64x128_split_k8_block_m_warp1_block_n_warp4_async_copyFalse_b_to_ldsFalse_b_preshuffleFalse_c_to_ldsFalse_gfx950,0.0226,70.68,2252.03
256,40,2112,7168,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,58,8,14.4116,flydsl_gemm2_abf16_wbf16_bf16_t48x64x128_split_k8_block_m_warp1_block_n_warp4_async_copyFalse_b_to_ldsFalse_b_preshuffleFalse_c_to_ldsFalse_gfx950,0.0199,84.04,2152.43
256,48,2112,7168,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,58,8,14.5566,flydsl_gemm2_abf16_wbf16_bf16_t48x64x128_split_k8_block_m_warp1_block_n_warp4_async_copyFalse_b_to_ldsFalse_b_preshuffleFalse_c_to_ldsFalse_gfx950,0.0189,99.84,2141.19
256,56,2112,7168,False,torch.bfloat16,torch.bfloat16,False,False,asm,5,7,15.2765,_ZN5aiter39bf16gemm_fp32bf16_tn_64x64_splitk_cleanE,0.0195,110.99,2050.01
256,72,2112,7168,False,torch.bfloat16,torch.bfloat16,False,False,asm,7,7,15.6467,_ZN5aiter39bf16gemm_fp32bf16_tn_80x64_splitk_cleanE,0.0192,139.33,2020.49
256,88,2112,7168,False,torch.bfloat16,torch.bfloat16,False,False,asm,8,7,16.2422,_ZN5aiter39bf16gemm_fp32bf16_tn_96x64_splitk_cleanE,0.0196,164.04,1964.69
256,360,4096,512,False,torch.bfloat16,torch.bfloat16,False,False,asm,9,1,7.6864,_ZN5aiter37bf16gemm_fp32bf16_tn_96x64_pf3_splitkE,0.0,196.44,977.32
256,1,7168,512,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,125,4,5.2653,flydsl_gemm1_abf16_wbf16_bf16_t16x128x128_split_k4_block_m_warp1_block_n_warp4_async_copyFalse_b_to_ldsFalse_b_preshuffleFalse_c_to_ldsFalse_gfx950,0.0039,1.39,1396.96
256,48,7168,512,False,torch.bfloat16,torch.bfloat16,False,False,asm,2,1,6.2951,_ZN5aiter37bf16gemm_fp32bf16_tn_32x64_pf3_splitkE,0.0,55.97,1283.11
256,72,7168,512,False,torch.bfloat16,torch.bfloat16,False,False,asm,6,1,6.8531,_ZN5aiter37bf16gemm_fp32bf16_tn_64x64_pf3_splitkE,0.0,77.12,1232.43
256,80,7168,512,False,torch.bfloat16,torch.bfloat16,False,False,asm,4,1,6.6251,_ZN5aiter37bf16gemm_fp32bf16_tn_48x64_pf3_splitkE,0.0,88.63,1293.39
256,120,7168,512,False,torch.bfloat16,torch.bfloat16,False,False,asm,6,1,6.8894,_ZN5aiter37bf16gemm_fp32bf16_tn_64x64_pf3_splitkE,0.0,127.85,1332.95
256,128,7168,512,False,torch.bfloat16,torch.bfloat16,False,False,asm,6,1,7.0447,_ZN5aiter37bf16gemm_fp32bf16_tn_64x64_pf3_splitkE,0.0,133.37,1321.01
